%"Collected By Brett Hamlin Oct 05, 2009, Houghton, MI"			
%Latitude	Longitude	Elivation (m)	Distrnce (m)
47.106592	-88.549902	286.613	7582.906
47.106548	-88.549652	285.483	7603.025
47.106549	-88.549411	283.503	7621.494
47.106544	-88.549216	281.782	7636.447
47.106533	-88.549022	279.412	7651.352
47.106507	-88.548748	275.772	7672.744
47.106519	-88.548661	275.552	7679.468
47.10657	-88.548271	277.253	7709.597
47.106654	-88.548064	278.764	7727.703
47.106799	-88.547917	279.074	7747.258
47.106826	-88.547824	276.483	7754.95
47.106909	-88.547442	273.332	7785.652
47.106995	-88.547254	272.342	7802.854
47.107059	-88.547085	271.663	7817.462
47.107176	-88.546978	274.924	7833.816
47.107279	-88.546944	275.544	7845.66
47.107388	-88.546849	277.805	7859.815
47.107459	-88.546823	277.926	7867.961
47.107611	-88.546716	278.406	7887.03
47.107738	-88.546556	276.145	7905.654
47.107756	-88.546518	275.105	7909.152
47.107815	-88.546262	273.464	7929.621
47.1079	-88.546053	268.743	7948.053
47.107829	-88.545807	265.142	7968.653
47.10778	-88.545591	262.923	7986.349
47.107778	-88.545347	261.653	8005.199
47.107817	-88.545091	261.334	8025.507
47.107955	-88.544945	259.774	8044.709
47.108076	-88.54496	261.304	8058.166
47.108114	-88.544902	261.474	8065.156
47.108109	-88.544756	258.784	8076.327
47.108016	-88.544607	258.524	8091.833
47.108036	-88.544409	259.445	8107.061
47.108047	-88.544315	259.014	8114.315
47.108051	-88.54412	260.335	8129.035
47.108082	-88.543976	260.286	8140.373
47.108146	-88.543782	261.106	8156.677
47.108154	-88.543722	261.606	8161.279
47.108193	-88.543622	267.658	8169.32
47.108263	-88.543546	268.717	8178.965
47.108356	-88.543426	268.807	8192.832
47.108381	-88.543209	265.766	8209.684
47.108383	-88.543155	264.986	8213.759
47.108443	-88.542834	259.025	8239.138
47.108494	-88.542752	258.135	8247.518
47.108611	-88.542632	256.666	8263.386
47.108724	-88.542454	254.335	8281.847
47.108792	-88.542299	252.654	8295.854
47.108829	-88.542122	251.314	8309.806
47.108834	-88.541957	249.864	8322.365
47.108744	-88.541685	247.274	8345.729
47.108695	-88.54153	245.264	8358.668
47.108657	-88.54102	242.553	8397.616
47.108563	-88.540877	244.065	8412.844
47.108505	-88.540747	244.237	8424.558
47.108486	-88.540641	242.656	8432.875
47.108456	-88.539982	238.286	8482.922
47.108443	-88.539779	237.646	8498.302
47.108306	-88.539534	235.636	8524.408
47.108107	-88.539442	236.656	8547.608
47.10799	-88.539433	240.508	8560.73
47.107942	-88.539439	247.119	8566.098
47.107913	-88.53945	250.62	8569.448
47.107711	-88.539462	257.361	8591.853
47.107644	-88.539461	257.449	8599.253
47.107459	-88.53933	254.768	8622.581
47.107322	-88.539212	256.128	8640.837
